,Model,Window,Derivative,Preprocessing,variable,Accuracy
1360,LR,21,2,rnv,split4_test_score,0.6625
672,LR,9,1,snv,split2_test_score,0.6375
1176,LR,9,1,raw,split4_test_score,0.675
1168,LR,21,0,raw,split4_test_score,0.675
968,LR,11,1,snv,split3_test_score,0.5625
832,LR,21,1,msc,split2_test_score,0.55
976,LR,21,1,snv,split3_test_score,0.575
984,LR,9,2,snv,split3_test_score,0.4875
824,LR,11,1,msc,split2_test_score,0.5875
256,LR,21,1,msc,split0_test_score,0.575
840,LR,9,2,msc,split2_test_score,0.575
992,LR,11,2,snv,split3_test_score,0.5375
1000,LR,21,2,snv,split3_test_score,0.5125
808,LR,21,0,msc,split2_test_score,0.6125
1008,LR,9,0,rnv,split3_test_score,0.6125
232,LR,21,0,msc,split0_test_score,0.525
1016,LR,11,0,rnv,split3_test_score,0.6
800,LR,11,0,msc,split2_test_score,0.6
816,LR,9,1,msc,split2_test_score,0.5875
1024,LR,21,0,rnv,split3_test_score,0.6
960,LR,9,1,snv,split3_test_score,0.5625
952,LR,21,0,snv,split3_test_score,0.6
896,LR,11,1,raw,split3_test_score,0.5625
888,LR,9,1,raw,split3_test_score,0.55
248,LR,11,1,msc,split0_test_score,0.575
904,LR,21,1,raw,split3_test_score,0.5875
912,LR,9,2,raw,split3_test_score,0.55
880,LR,21,0,raw,split3_test_score,0.6375
848,LR,11,2,msc,split2_test_score,0.55
920,LR,11,2,raw,split3_test_score,0.525
928,LR,21,2,raw,split3_test_score,0.5125
864,LR,9,0,raw,split3_test_score,0.6375
936,LR,9,0,snv,split3_test_score,0.6125
944,LR,11,0,snv,split3_test_score,0.6
856,LR,21,2,msc,split2_test_score,0.5625
240,LR,9,1,msc,split0_test_score,0.575
872,LR,11,0,raw,split3_test_score,0.6375
792,LR,9,0,msc,split2_test_score,0.6
1032,LR,9,1,rnv,split3_test_score,0.6
784,LR,21,2,rnv,split2_test_score,0.65
1120,LR,21,1,msc,split3_test_score,0.5375
720,LR,9,0,rnv,split2_test_score,0.675
712,LR,21,2,snv,split2_test_score,0.575
1128,LR,9,2,msc,split3_test_score,0.5
704,LR,11,2,snv,split2_test_score,0.5375
1136,LR,11,2,msc,split3_test_score,0.5375
1112,LR,11,1,msc,split3_test_score,0.525
696,LR,9,2,snv,split2_test_score,0.575
1144,LR,21,2,msc,split3_test_score,0.5
272,LR,11,2,msc,split0_test_score,0.5375
1152,LR,9,0,raw,split4_test_score,0.675
688,LR,21,1,snv,split2_test_score,0.6125
1160,LR,11,0,raw,split4_test_score,0.675
680,LR,11,1,snv,split2_test_score,0.6375
216,LR,9,0,msc,split0_test_score,0.525
728,LR,11,0,rnv,split2_test_score,0.675
1104,LR,9,1,msc,split3_test_score,0.5375
736,LR,21,0,rnv,split2_test_score,0.675
1040,LR,11,1,rnv,split3_test_score,0.6125
1048,LR,21,1,rnv,split3_test_score,0.625
776,LR,11,2,rnv,split2_test_score,0.65
1056,LR,9,2,rnv,split3_test_score,0.6
768,LR,9,2,rnv,split2_test_score,0.65
1064,LR,11,2,rnv,split3_test_score,0.6125
760,LR,21,1,rnv,split2_test_score,0.65
264,LR,9,2,msc,split0_test_score,0.5375
1072,LR,21,2,rnv,split3_test_score,0.625
752,LR,11,1,rnv,split2_test_score,0.65
224,LR,11,0,msc,split0_test_score,0.525
1080,LR,9,0,msc,split3_test_score,0.625
1088,LR,11,0,msc,split3_test_score,0.625
744,LR,9,1,rnv,split2_test_score,0.65
1096,LR,21,0,msc,split3_test_score,0.625
440,LR,11,0,rnv,split1_test_score,0.675
1464,LR,9,1,raw,split5_test_score,0.625
1256,LR,11,1,snv,split4_test_score,0.675
416,LR,11,2,snv,split1_test_score,0.725
1512,LR,9,0,snv,split5_test_score,0.65
1608,LR,9,1,rnv,split5_test_score,0.6625
1536,LR,9,1,snv,split5_test_score,0.6375
1592,LR,11,0,rnv,split5_test_score,0.625
328,LR,21,1,raw,split1_test_score,0.6875
344,LR,11,2,raw,split1_test_score,0.6875
336,LR,9,2,raw,split1_test_score,0.6875
312,LR,9,1,raw,split1_test_score,0.7
352,LR,21,2,raw,split1_test_score,0.65
1584,LR,9,0,rnv,split5_test_score,0.625
368,LR,11,0,snv,split1_test_score,0.7125
1560,LR,9,2,snv,split5_test_score,0.65
432,LR,9,0,rnv,split1_test_score,0.675
1520,LR,11,0,snv,split5_test_score,0.65
1600,LR,21,0,rnv,split5_test_score,0.625
376,LR,21,0,snv,split1_test_score,0.7125
1544,LR,11,1,snv,split5_test_score,0.6375
1496,LR,11,2,raw,split5_test_score,0.6125
392,LR,11,1,snv,split1_test_score,0.6875
360,LR,9,0,snv,split1_test_score,0.7125
1480,LR,21,1,raw,split5_test_score,0.6125
1576,LR,21,2,snv,split5_test_score,0.6125
1552,LR,21,1,snv,split5_test_score,0.6375
304,LR,21,0,raw,split1_test_score,0.7375
1568,LR,11,2,snv,split5_test_score,0.6625
400,LR,21,1,snv,split1_test_score,0.6625
384,LR,9,1,snv,split1_test_score,0.7
1504,LR,21,2,raw,split5_test_score,0.5625
408,LR,9,2,snv,split1_test_score,0.6875
424,LR,21,2,snv,split1_test_score,0.7
1616,LR,11,1,rnv,split5_test_score,0.65
168,LR,9,1,rnv,split0_test_score,0.5875
176,LR,11,1,rnv,split0_test_score,0.5875
1488,LR,9,2,raw,split5_test_score,0.65
1472,LR,11,1,raw,split5_test_score,0.625
1528,LR,21,0,snv,split5_test_score,0.65
1129,RF,9,2,msc,split3_test_score,0.55
1113,RF,11,1,msc,split3_test_score,0.6375
49,RF,9,2,raw,split0_test_score,0.5625
2833,RF,9,1,msc,split9_test_score,0.65
2105,RF,21,0,snv,split7_test_score,0.5625
2097,RF,11,0,snv,split7_test_score,0.5375
97,RF,9,1,snv,split0_test_score,0.65
2497,RF,9,2,rnv,split8_test_score,0.725
1553,RF,21,1,snv,split5_test_score,0.6875
1121,RF,21,1,msc,split3_test_score,0.5625
713,RF,21,2,snv,split2_test_score,0.5875
721,RF,9,0,rnv,split2_test_score,0.5375
2489,RF,21,1,rnv,split8_test_score,0.65
729,RF,11,0,rnv,split2_test_score,0.55
313,RF,9,1,raw,split1_test_score,0.6625
2457,RF,11,0,rnv,split8_test_score,0.675
2145,RF,11,2,snv,split7_test_score,0.7125
1073,RF,21,2,rnv,split3_test_score,0.6625
265,RF,9,2,msc,split0_test_score,0.625
1665,RF,11,0,msc,split5_test_score,0.55
2841,RF,11,1,msc,split9_test_score,0.65
2137,RF,9,2,snv,split7_test_score,0.775
1081,RF,9,0,msc,split3_test_score,0.6375
745,RF,9,1,rnv,split2_test_score,0.6875
2465,RF,21,0,rnv,split8_test_score,0.6625
1089,RF,11,0,msc,split3_test_score,0.65
361,RF,9,0,snv,split1_test_score,0.6375
2129,RF,21,1,snv,split7_test_score,0.6875
737,RF,21,0,rnv,split2_test_score,0.5875
2473,RF,9,1,rnv,split8_test_score,0.725
1561,RF,9,2,snv,split5_test_score,0.75
2121,RF,11,1,snv,split7_test_score,0.675
1097,RF,21,0,msc,split3_test_score,0.6375
1105,RF,9,1,msc,split3_test_score,0.5875
2481,RF,11,1,rnv,split8_test_score,0.6375
2113,RF,9,1,snv,split7_test_score,0.675
1673,RF,21,0,msc,split5_test_score,0.6
2089,RF,9,0,snv,split7_test_score,0.5875
1145,RF,21,2,msc,split3_test_score,0.55
2505,RF,11,2,rnv,split8_test_score,0.6375
105,RF,11,1,snv,split0_test_score,0.6375
665,RF,21,0,snv,split2_test_score,0.575
1185,RF,11,1,raw,split4_test_score,0.6875
1537,RF,9,1,snv,split5_test_score,0.7125
2545,RF,9,1,msc,split8_test_score,0.7
2033,RF,21,0,raw,split7_test_score,0.6
657,RF,11,0,snv,split2_test_score,0.6
1193,RF,21,1,raw,split4_test_score,0.675
41,RF,21,1,raw,split0_test_score,0.55
2817,RF,11,0,msc,split9_test_score,0.6125
2025,RF,11,0,raw,split7_test_score,0.6625
2553,RF,11,1,msc,split8_test_score,0.65
209,RF,21,2,rnv,split0_test_score,0.5
1201,RF,9,2,raw,split4_test_score,0.7
649,RF,9,0,snv,split2_test_score,0.5625
2017,RF,9,0,raw,split7_test_score,0.65
1697,RF,21,1,msc,split5_test_score,0.6125
2561,RF,21,1,msc,split8_test_score,0.65
385,RF,9,1,snv,split1_test_score,0.6375
1209,RF,11,2,raw,split4_test_score,0.725
2009,RF,21,2,msc,split6_test_score,0.675
641,RF,21,2,raw,split2_test_score,0.6375
1529,RF,21,0,snv,split5_test_score,0.65
2537,RF,21,0,msc,split8_test_score,0.625
705,RF,11,2,snv,split2_test_score,0.7
1177,RF,9,1,raw,split4_test_score,0.7375
673,RF,9,1,snv,split2_test_score,0.575
217,RF,9,0,msc,split0_test_score,0.5625
369,RF,11,0,snv,split1_test_score,0.6625
1137,RF,11,2,msc,split3_test_score,0.5875
2081,RF,21,2,raw,split7_test_score,0.6375
697,RF,9,2,snv,split2_test_score,0.825
1681,RF,9,1,msc,split5_test_score,0.6125
1569,RF,11,2,snv,split5_test_score,0.7
2513,RF,21,2,rnv,split8_test_score,0.65
2073,RF,11,2,raw,split7_test_score,0.675
2825,RF,21,0,msc,split9_test_score,0.6125
1153,RF,9,0,raw,split4_test_score,0.625
689,RF,21,1,snv,split2_test_score,0.6
1545,RF,11,1,snv,split5_test_score,0.7125
2065,RF,9,2,raw,split7_test_score,0.7625
2521,RF,9,0,msc,split8_test_score,0.6125
273,RF,11,2,msc,split0_test_score,0.5875
1161,RF,11,0,raw,split4_test_score,0.6125
681,RF,11,1,snv,split2_test_score,0.575
2057,RF,21,1,raw,split7_test_score,0.675
2529,RF,11,0,msc,split8_test_score,0.5875
377,RF,21,0,snv,split1_test_score,0.65
1169,RF,21,0,raw,split4_test_score,0.675
2049,RF,11,1,raw,split7_test_score,0.6625
1689,RF,11,1,msc,split5_test_score,0.6375
225,RF,11,0,msc,split0_test_score,0.575
1465,RF,9,1,raw,split5_test_score,0.675
1065,RF,11,2,rnv,split3_test_score,0.675
2273,RF,21,1,msc,split7_test_score,0.6125
241,RF,9,1,msc,split0_test_score,0.5625
1601,RF,21,0,rnv,split5_test_score,0.5875
945,RF,11,0,snv,split3_test_score,0.675
65,RF,21,2,raw,split0_test_score,0.6125
2361,RF,11,2,raw,split8_test_score,0.7
2265,RF,11,1,msc,split7_test_score,0.6625
1633,RF,9,2,rnv,split5_test_score,0.6875
953,RF,21,0,snv,split3_test_score,0.65
849,RF,11,2,msc,split2_test_score,0.675
2257,RF,9,1,msc,split7_test_score,0.7375
857,RF,21,2,msc,split2_test_score,0.55
2865,RF,11,2,msc,split9_test_score,0.7375
961,RF,9,1,snv,split3_test_score,0.6125
841,RF,9,2,msc,split2_test_score,0.7
2249,RF,21,0,msc,split7_test_score,0.5375
1617,RF,11,1,rnv,split5_test_score,0.675
1593,RF,11,0,rnv,split5_test_score,0.6125
2377,RF,9,0,snv,split8_test_score,0.7
969,RF,11,1,snv,split3_test_score,0.6125
833,RF,21,1,msc,split2_test_score,0.6
2241,RF,11,0,msc,split7_test_score,0.575
977,RF,21,1,snv,split3_test_score,0.575
2385,RF,11,0,snv,split8_test_score,0.625
2369,RF,21,2,raw,split8_test_score,0.7
161,RF,21,0,rnv,split0_test_score,0.5375
937,RF,9,0,snv,split3_test_score,0.625
329,RF,21,1,raw,split1_test_score,0.5875
897,RF,11,1,raw,split3_test_score,0.625
889,RF,9,1,raw,split3_test_score,0.625
2313,RF,11,0,raw,split8_test_score,0.6125
321,RF,11,1,raw,split1_test_score,0.6875
2329,RF,9,1,raw,split8_test_score,0.6625
905,RF,21,1,raw,split3_test_score,0.575
2305,RF,9,0,raw,split8_test_score,0.6375
881,RF,21,0,raw,split3_test_score,0.7
2873,RF,21,2,msc,split9_test_score,0.6125
1609,RF,9,1,rnv,split5_test_score,0.6875
913,RF,9,2,raw,split3_test_score,0.65
2353,RF,9,2,raw,split8_test_score,0.7125
249,RF,11,1,msc,split0_test_score,0.5625
2297,RF,21,2,msc,split7_test_score,0.6625
1625,RF,21,1,rnv,split5_test_score,0.675
73,RF,9,0,snv,split0_test_score,0.575
921,RF,11,2,raw,split3_test_score,0.55
873,RF,11,0,raw,split3_test_score,0.65
1,RF,9,0,raw,split0_test_score,0.65
2289,RF,11,2,msc,split7_test_score,0.6875
2345,RF,21,1,raw,split8_test_score,0.6625
929,RF,21,2,raw,split3_test_score,0.6125
865,RF,9,0,raw,split3_test_score,0.6625
2281,RF,9,2,msc,split7_test_score,0.7625
2337,RF,11,1,raw,split8_test_score,0.675
753,RF,11,1,rnv,split2_test_score,0.7
825,RF,11,1,msc,split2_test_score,0.5625
985,RF,9,2,snv,split3_test_score,0.5875
2425,RF,9,2,snv,split8_test_score,0.7375
2185,RF,9,1,rnv,split7_test_score,0.5875
2849,RF,21,1,msc,split9_test_score,0.575
1033,RF,9,1,rnv,split3_test_score,0.7
785,RF,21,2,rnv,split2_test_score,0.525
153,RF,11,0,rnv,split0_test_score,0.575
2177,RF,21,0,rnv,split7_test_score,0.5625
1041,RF,11,1,rnv,split3_test_score,0.675
777,RF,11,2,rnv,split2_test_score,0.7
2433,RF,11,2,snv,split8_test_score,0.7875
1577,RF,21,2,snv,split5_test_score,0.6375
57,RF,11,2,raw,split0_test_score,0.5875
1049,RF,21,1,rnv,split3_test_score,0.6625
2169,RF,11,0,rnv,split7_test_score,0.55
89,RF,21,0,snv,split0_test_score,0.4875
769,RF,9,2,rnv,split2_test_score,0.6875
2441,RF,21,2,snv,split8_test_score,0.6875
353,RF,21,2,raw,split1_test_score,0.575
1217,RF,21,2,raw,split4_test_score,0.675
1057,RF,9,2,rnv,split3_test_score,0.7
2161,RF,9,0,rnv,split7_test_score,0.55
761,RF,21,1,rnv,split2_test_score,0.525
2449,RF,9,0,rnv,split8_test_score,0.625
2153,RF,21,2,snv,split7_test_score,0.6625
1657,RF,9,0,msc,split5_test_score,0.55
2233,RF,9,0,msc,split7_test_score,0.6125
793,RF,9,0,msc,split2_test_score,0.6
2193,RF,11,1,rnv,split7_test_score,0.6375
81,RF,11,0,snv,split0_test_score,0.5375
1641,RF,11,2,rnv,split5_test_score,0.675
337,RF,9,2,raw,split1_test_score,0.7875
2393,RF,21,0,snv,split8_test_score,0.6125
2225,RF,21,2,rnv,split7_test_score,0.625
993,RF,11,2,snv,split3_test_score,0.6625
817,RF,9,1,msc,split2_test_score,0.65
257,RF,21,1,msc,split0_test_score,0.575
2401,RF,9,1,snv,split8_test_score,0.7
2217,RF,11,2,rnv,split7_test_score,0.6375
1585,RF,9,0,rnv,split5_test_score,0.6375
1025,RF,21,0,rnv,split3_test_score,0.6625
1001,RF,21,2,snv,split3_test_score,0.55
2857,RF,9,2,msc,split9_test_score,0.6625
233,RF,21,0,msc,split0_test_score,0.55
2209,RF,9,2,rnv,split7_test_score,0.5875
1009,RF,9,0,rnv,split3_test_score,0.6875
2409,RF,11,1,snv,split8_test_score,0.75
801,RF,11,0,msc,split2_test_score,0.6375
2201,RF,21,1,rnv,split7_test_score,0.625
1649,RF,21,2,rnv,split5_test_score,0.675
1017,RF,11,0,rnv,split3_test_score,0.675
345,RF,11,2,raw,split1_test_score,0.725
2417,RF,21,1,snv,split8_test_score,0.6625
809,RF,21,0,msc,split2_test_score,0.6125
2569,RF,9,2,msc,split8_test_score,0.7
2041,RF,9,1,raw,split7_test_score,0.7375
2321,RF,21,0,raw,split8_test_score,0.6125
121,RF,9,2,snv,split0_test_score,0.6625
561,RF,11,2,msc,split1_test_score,0.7375
2793,RF,11,2,rnv,split9_test_score,0.6125
289,RF,9,0,raw,split1_test_score,0.6125
1505,RF,21,2,raw,split5_test_score,0.6375
2721,RF,11,2,snv,split9_test_score,0.6875
2649,RF,11,2,raw,split9_test_score,0.6625
1905,RF,11,1,rnv,split6_test_score,0.6875
1417,RF,9,2,msc,split4_test_score,0.7125
1321,RF,9,1,rnv,split4_test_score,0.75
193,RF,9,2,rnv,split0_test_score,0.5875
1817,RF,21,0,snv,split6_test_score,0.625
1897,RF,9,1,rnv,split6_test_score,0.7125
1329,RF,11,1,rnv,split4_test_score,0.8
2657,RF,21,2,raw,split9_test_score,0.55
1481,RF,21,1,raw,split5_test_score,0.625
1409,RF,21,1,msc,split4_test_score,0.625
409,RF,9,2,snv,split1_test_score,0.7625
553,RF,9,2,msc,split1_test_score,0.8125
545,RF,21,1,msc,split1_test_score,0.6625
481,RF,9,2,rnv,split1_test_score,0.6875
1313,RF,21,0,rnv,split4_test_score,0.65
577,RF,9,0,raw,split2_test_score,0.6125
401,RF,21,1,snv,split1_test_score,0.65
1801,RF,9,0,snv,split6_test_score,0.625
1929,RF,11,2,rnv,split6_test_score,0.6875
145,RF,9,0,rnv,split0_test_score,0.525
1297,RF,9,0,rnv,split4_test_score,0.675
1425,RF,11,2,msc,split4_test_score,0.75
2633,RF,21,1,raw,split9_test_score,0.525
1913,RF,21,1,rnv,split6_test_score,0.7
129,RF,11,2,snv,split0_test_score,0.6875
2729,RF,21,2,snv,split9_test_score,0.6125
1921,RF,9,2,rnv,split6_test_score,0.7125
473,RF,21,1,rnv,split1_test_score,0.6375
1305,RF,11,0,rnv,split4_test_score,0.6375
1721,RF,21,2,msc,split5_test_score,0.725
2641,RF,9,2,raw,split9_test_score,0.6625
305,RF,21,0,raw,split1_test_score,0.65
1809,RF,11,0,snv,split6_test_score,0.625
569,RF,21,2,msc,split1_test_score,0.675
1289,RF,21,2,snv,split4_test_score,0.675
1889,RF,21,0,rnv,split6_test_score,0.6
2713,RF,9,2,snv,split9_test_score,0.675
1865,RF,21,2,snv,split6_test_score,0.6375
1361,RF,21,2,rnv,split4_test_score,0.6375
2681,RF,21,0,snv,split9_test_score,0.6
185,RF,21,1,rnv,split0_test_score,0.5
521,RF,21,0,msc,split1_test_score,0.6
417,RF,11,2,snv,split1_test_score,0.75
1369,RF,9,0,msc,split4_test_score,0.65
1737,RF,11,0,raw,split6_test_score,0.675
2785,RF,9,2,rnv,split9_test_score,0.65
2705,RF,21,1,snv,split9_test_score,0.6375
2689,RF,9,1,snv,split9_test_score,0.65
1841,RF,21,1,snv,split6_test_score,0.7
1377,RF,11,0,msc,split4_test_score,0.625
513,RF,11,0,msc,split1_test_score,0.6
1385,RF,21,0,msc,split4_test_score,0.575
1489,RF,9,2,raw,split5_test_score,0.7125
1849,RF,9,2,snv,split6_test_score,0.75
2697,RF,11,1,snv,split9_test_score,0.6375
1857,RF,11,2,snv,split6_test_score,0.7
489,RF,11,2,rnv,split1_test_score,0.6375
25,RF,9,1,raw,split0_test_score,0.5875
1393,RF,9,1,msc,split4_test_score,0.7125
1729,RF,9,0,raw,split6_test_score,0.675
1337,RF,21,1,rnv,split4_test_score,0.6375
1401,RF,11,1,msc,split4_test_score,0.775
1825,RF,9,1,snv,split6_test_score,0.675
2665,RF,9,0,snv,split9_test_score,0.575
1881,RF,11,0,rnv,split6_test_score,0.6375
1345,RF,9,2,rnv,split4_test_score,0.75
537,RF,11,1,msc,split1_test_score,0.675
1833,RF,11,1,snv,split6_test_score,0.7375
425,RF,21,2,snv,split1_test_score,0.625
1745,RF,21,0,raw,split6_test_score,0.675
297,RF,11,0,raw,split1_test_score,0.625
2673,RF,11,0,snv,split9_test_score,0.5625
2777,RF,21,1,rnv,split9_test_score,0.5625
1873,RF,9,0,rnv,split6_test_score,0.6375
1353,RF,11,2,rnv,split4_test_score,0.8
497,RF,21,2,rnv,split1_test_score,0.6375
529,RF,9,1,msc,split1_test_score,0.65
1497,RF,11,2,raw,split5_test_score,0.675
2625,RF,11,1,raw,split9_test_score,0.575
505,RF,9,0,msc,split1_test_score,0.6
1969,RF,9,1,msc,split6_test_score,0.7125
137,RF,21,2,snv,split0_test_score,0.5625
2601,RF,11,0,raw,split9_test_score,0.5375
2745,RF,11,0,rnv,split9_test_score,0.525
1257,RF,11,1,snv,split4_test_score,0.725
1785,RF,11,2,raw,split6_test_score,0.6625
625,RF,9,2,raw,split2_test_score,0.7125
1233,RF,11,0,snv,split4_test_score,0.5875
457,RF,9,1,rnv,split1_test_score,0.6875
2809,RF,9,0,msc,split9_test_score,0.5875
1961,RF,21,0,msc,split6_test_score,0.6125
201,RF,11,2,rnv,split0_test_score,0.525
1769,RF,21,1,raw,split6_test_score,0.6375
1457,RF,21,0,raw,split5_test_score,0.575
17,RF,21,0,raw,split0_test_score,0.6125
601,RF,9,1,raw,split2_test_score,0.6875
1513,RF,9,0,snv,split5_test_score,0.6
609,RF,11,1,raw,split2_test_score,0.7
1449,RF,11,0,raw,split5_test_score,0.6
9,RF,11,0,raw,split0_test_score,0.5625
1521,RF,11,0,snv,split5_test_score,0.5875
1977,RF,11,1,msc,split6_test_score,0.675
1249,RF,9,1,snv,split4_test_score,0.725
113,RF,21,1,snv,split0_test_score,0.5625
433,RF,9,0,rnv,split1_test_score,0.5625
1241,RF,21,0,snv,split4_test_score,0.5875
1985,RF,21,1,msc,split6_test_score,0.7375
2753,RF,21,0,rnv,split9_test_score,0.575
2585,RF,21,2,msc,split8_test_score,0.675
281,RF,21,2,msc,split0_test_score,0.5875
449,RF,21,0,rnv,split1_test_score,0.6
1777,RF,9,2,raw,split6_test_score,0.7125
2593,RF,9,0,raw,split9_test_score,0.55
1705,RF,9,2,msc,split5_test_score,0.7125
1441,RF,9,0,raw,split5_test_score,0.6
1265,RF,21,1,snv,split4_test_score,0.6875
393,RF,11,1,snv,split1_test_score,0.65
1993,RF,9,2,msc,split6_test_score,0.7375
2801,RF,21,2,rnv,split9_test_score,0.5625
2737,RF,9,0,rnv,split9_test_score,0.525
33,RF,11,1,raw,split0_test_score,0.575
465,RF,11,1,rnv,split1_test_score,0.6375
1945,RF,9,0,msc,split6_test_score,0.625
1281,RF,11,2,snv,split4_test_score,0.7
2617,RF,9,1,raw,split9_test_score,0.55
1433,RF,21,2,msc,split4_test_score,0.65
177,RF,11,1,rnv,split0_test_score,0.525
585,RF,11,0,raw,split2_test_score,0.6
633,RF,11,2,raw,split2_test_score,0.7125
1761,RF,11,1,raw,split6_test_score,0.625
1753,RF,9,1,raw,split6_test_score,0.6375
2001,RF,11,2,msc,split6_test_score,0.6625
1937,RF,21,2,rnv,split6_test_score,0.7
1473,RF,11,1,raw,split5_test_score,0.6875
593,RF,21,0,raw,split2_test_score,0.5875
617,RF,21,1,raw,split2_test_score,0.6375
441,RF,11,0,rnv,split1_test_score,0.5625
2609,RF,21,0,raw,split9_test_score,0.5625
1273,RF,9,2,snv,split4_test_score,0.7875
2761,RF,9,1,rnv,split9_test_score,0.65
169,RF,9,1,rnv,split0_test_score,0.5875
1713,RF,11,2,msc,split5_test_score,0.7375
2769,RF,11,1,rnv,split9_test_score,0.6125
1225,RF,9,0,snv,split4_test_score,0.575
1793,RF,21,2,raw,split6_test_score,0.6125
1953,RF,11,0,msc,split6_test_score,0.625
2577,RF,11,2,msc,split8_test_score,0.7125
2706,SGD,21,1,snv,split9_test_score,0.625
2858,SGD,9,2,msc,split9_test_score,0.5
2874,SGD,21,2,msc,split9_test_score,0.5
2402,SGD,9,1,snv,split8_test_score,0.525
498,SGD,21,2,rnv,split1_test_score,0.6375
322,SGD,11,1,raw,split1_test_score,0.6625
890,SGD,9,1,raw,split3_test_score,0.625
2394,SGD,21,0,snv,split8_test_score,0.65
818,SGD,9,1,msc,split2_test_score,0.5125
338,SGD,9,2,raw,split1_test_score,0.5125
306,SGD,21,0,raw,split1_test_score,0.5
442,SGD,11,0,rnv,split1_test_score,0.55
2778,SGD,21,1,rnv,split9_test_score,0.5375
810,SGD,21,0,msc,split2_test_score,0.5
2698,SGD,11,1,snv,split9_test_score,0.5875
18,SGD,21,0,raw,split0_test_score,0.5375
882,SGD,21,0,raw,split3_test_score,0.45
2346,SGD,21,1,raw,split8_test_score,0.6
458,SGD,9,1,rnv,split1_test_score,0.7125
842,SGD,9,2,msc,split2_test_score,0.5
2866,SGD,11,2,msc,split9_test_score,0.525
866,SGD,9,0,raw,split3_test_score,0.675
850,SGD,11,2,msc,split2_test_score,0.5
2738,SGD,9,0,rnv,split9_test_score,0.5375
474,SGD,21,1,rnv,split1_test_score,0.6375
66,SGD,21,2,raw,split0_test_score,0.5
2730,SGD,21,2,snv,split9_test_score,0.5
2354,SGD,9,2,raw,split8_test_score,0.4875
858,SGD,21,2,msc,split2_test_score,0.5
2770,SGD,11,1,rnv,split9_test_score,0.525
330,SGD,21,1,raw,split1_test_score,0.5625
466,SGD,11,1,rnv,split1_test_score,0.6875
2722,SGD,11,2,snv,split9_test_score,0.6125
2330,SGD,9,1,raw,split8_test_score,0.6375
2370,SGD,21,2,raw,split8_test_score,0.5
482,SGD,9,2,rnv,split1_test_score,0.7125
434,SGD,9,0,rnv,split1_test_score,0.5625
2754,SGD,21,0,rnv,split9_test_score,0.55
2386,SGD,11,0,snv,split8_test_score,0.675
490,SGD,11,2,rnv,split1_test_score,0.6875
826,SGD,11,1,msc,split2_test_score,0.575
450,SGD,21,0,rnv,split1_test_score,0.6875
2338,SGD,11,1,raw,split8_test_score,0.675
2714,SGD,9,2,snv,split9_test_score,0.5
2378,SGD,9,0,snv,split8_test_score,0.5
426,SGD,21,2,snv,split1_test_score,0.5
2746,SGD,11,0,rnv,split9_test_score,0.55
874,SGD,11,0,raw,split3_test_score,0.45
298,SGD,11,0,raw,split1_test_score,0.45
834,SGD,21,1,msc,split2_test_score,0.525
2,SGD,9,0,raw,split0_test_score,0.525
250,SGD,11,1,msc,split0_test_score,0.5125
2362,SGD,11,2,raw,split8_test_score,0.5
634,SGD,11,2,raw,split2_test_score,0.5125
506,SGD,9,0,msc,split1_test_score,0.7125
682,SGD,11,1,snv,split2_test_score,0.6375
2522,SGD,9,0,msc,split8_test_score,0.5
394,SGD,11,1,snv,split1_test_score,0.7
34,SGD,11,1,raw,split0_test_score,0.575
2610,SGD,21,0,raw,split9_test_score,0.65
690,SGD,21,1,snv,split2_test_score,0.5875
2802,SGD,21,2,rnv,split9_test_score,0.5375
2514,SGD,21,2,rnv,split8_test_score,0.6875
594,SGD,21,0,raw,split2_test_score,0.65
2826,SGD,21,0,msc,split9_test_score,0.575
602,SGD,9,1,raw,split2_test_score,0.575
370,SGD,11,0,snv,split1_test_score,0.65
2506,SGD,11,2,rnv,split8_test_score,0.55
2618,SGD,9,1,raw,split9_test_score,0.625
586,SGD,11,0,raw,split2_test_score,0.3875
10,SGD,11,0,raw,split0_test_score,0.55
706,SGD,11,2,snv,split2_test_score,0.5125
2498,SGD,9,2,rnv,split8_test_score,0.625
2626,SGD,11,1,raw,split9_test_score,0.6625
578,SGD,9,0,raw,split2_test_score,0.65
714,SGD,21,2,snv,split2_test_score,0.5
2834,SGD,9,1,msc,split9_test_score,0.5
698,SGD,9,2,snv,split2_test_score,0.5
2602,SGD,11,0,raw,split9_test_score,0.425
2530,SGD,11,0,msc,split8_test_score,0.6625
2322,SGD,21,0,raw,split8_test_score,0.6875
386,SGD,9,1,snv,split1_test_score,0.7125
2810,SGD,9,0,msc,split9_test_score,0.5
642,SGD,21,2,raw,split2_test_score,0.5
2562,SGD,21,1,msc,split8_test_score,0.5
2578,SGD,11,2,msc,split8_test_score,0.5
626,SGD,9,2,raw,split2_test_score,0.6375
650,SGD,9,0,snv,split2_test_score,0.5625
2554,SGD,11,1,msc,split8_test_score,0.5375
2586,SGD,21,2,msc,split8_test_score,0.5625
618,SGD,21,1,raw,split2_test_score,0.65
658,SGD,11,0,snv,split2_test_score,0.525
2546,SGD,9,1,msc,split8_test_score,0.5125
42,SGD,21,1,raw,split0_test_score,0.6125
282,SGD,21,2,msc,split0_test_score,0.5
2818,SGD,11,0,msc,split9_test_score,0.625
2762,SGD,9,1,rnv,split9_test_score,0.6
666,SGD,21,0,snv,split2_test_score,0.55
